Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1789437725,193883625,39,0,1,0,0.00,9.09
1789437726,194292174,66,1,1,0,0.00,20.95
1789437727,195803708,66,1,1,0,2.00,13.54
1789437728,193895285,50,0,0,0,0.00,12.24
1789437729,193911836,49,1,1,0,0.00,7.45
1789437730,193907388,52,0,0,0,0.00,14.85
1789437731,194068936,46,0,0,0,0.00,12.00
1789437732,193885488,50,0,0,0,0.00,9.28
1789437733,193882037,36,0,0,0,0.00,9.18
1789437734,193935585,13,0,0,0,0.00,3.03
1789437735,193795134,47,0,0,0,0.00,7.37
1789437736,196027653,54,0,0,0,2.00,16.50
1789437737,193817227,43,0,0,0,0.00,9.18
1789437738,193786773,52,0,0,0,0.00,14.85
1789437739,193896316,53,0,0,0,0.00,10.53
1789437740,193891860,60,1,1,0,0.00,12.63
1789437741,194136401,46,1,0,0,2.00,9.28
1789437742,193897946,58,0,1,0,0.00,9.47
1789437743,193807489,41,1,2,0,0.00,10.20
1789437744,193821030,32,0,0,0,0.00,6.06
1789437745,193923570,40,0,0,0,0.00,14.00
1789437746,193791111,55,1,0,0,0.00,17.00
1789437747,193876649,33,0,0,0,0.00,11.00
1789437748,193924187,47,0,0,0,0.00,8.33
1789437749,193885725,46,0,0,0,0.00,9.38
1789437750,193887262,42,0,0,0,0.00,12.75
1789437751,194302793,42,0,0,0,0.00,22.55
1789437752,193925333,53,0,0,0,0.00,15.69
1789437753,193954868,46,0,0,0,0.00,8.33
1789437754,194586394,46,0,0,0,0.00,13.00
1789437755,193905936,37,0,0,0,0.00,7.22
1789437756,193893469,51,0,0,0,0.00,13.86
1789437757,193891002,39,0,0,0,0.00,8.25
1789437758,193888533,46,0,0,0,0.00,7.45
1789437759,195623042,45,0,0,0,0.00,10.10
1789437760,194736584,42,2,2,0,0.00,12.00
1789437761,193895123,46,0,0,0,0.00,16.35
1789437762,193898652,30,0,0,0,0.00,5.21
1789437763,195010166,41,1,1,0,0.00,12.75
1789437764,193896708,41,1,2,0,0.00,9.38
1789437765,193883235,50,0,0,0,0.00,11.34
1789437766,193787762,47,0,0,0,0.00,12.00
1789437767,193912286,41,0,0,0,0.00,11.88
1789437768,193918810,31,0,0,0,0.00,6.19
1789437769,193789336,65,0,0,0,0.00,20.39
1789437770,195309840,64,0,0,0,0.00,17.35
1789437771,193819382,75,0,0,0,0.00,19.19
1789437772,195035889,57,0,0,0,0.00,15.31
1789437773,193885424,69,0,0,0,0.00,19.80
1789437774,195001931,70,0,0,0,0.00,18.37
1789437775,193810466,49,0,0,0,0.00,17.00
1789437776,193894984,45,1,1,0,0.00,8.33
1789437777,193886503,37,0,0,0,0.00,11.76
1789437778,193799022,46,1,1,0,0.00,6.45
1789437779,193894539,44,1,1,0,0.00,10.10
1789437780,193892055,43,0,0,0,0.00,8.33
1789437781,193968571,42,1,2,0,0.00,15.53
1789437782,193896087,25,0,1,0,0.00,4.12
1789437783,193884602,14,0,0,0,0.00,3.06
1789437784,195420097,46,1,1,0,0.00,12.24
1789437785,193875630,53,0,0,0,0.00,13.00
1789437786,193816143,59,0,0,0,0.00,11.00
1789437787,193880655,58,0,0,0,0.00,15.00
1789437788,194088164,44,0,0,0,0.00,13.73
1789437789,193899677,47,0,0,0,0.00,10.31
1789437790,193910187,41,0,0,0,0.00,9.18
1789437791,193904697,29,1,1,0,0.00,7.07
1789437792,193809207,81,0,0,0,0.00,24.04
1789437793,193916714,54,0,0,0,0.00,9.47
1789437794,194291217,63,0,0,0,0.00,8.70
1789437795,193794730,50,1,1,0,0.00,13.86
1789437796,193903235,56,0,0,0,0.00,15.00
1789437797,195365723,53,1,1,0,0.00,15.00
1789437798,193885246,54,0,0,0,0.00,11.34
1789437799,193894751,64,0,0,0,0.00,13.40
1789437800,194402248,51,0,0,0,0.00,12.24
1789437801,196079731,42,0,0,0,0.00,7.29
1789437802,193896261,47,0,0,0,0.00,7.45
1789437803,193894763,49,0,0,0,0.00,15.69
1789437804,193884264,50,1,1,0,0.00,11.22
1789437805,193815766,35,0,0,0,0.00,12.12
1789437806,193700267,32,0,0,0,0.00,12.87
1789437807,193877765,62,0,0,0,0.00,16.83
1789437808,193880263,35,0,0,0,0.00,10.00
1789437809,194094759,40,0,0,0,0.00,11.00
1789437810,195144244,56,0,0,0,0.00,15.69
1789437811,193678759,55,0,0,0,0.00,22.68
1789437812,193890253,46,0,0,0,0.00,11.00
1789437813,193929748,42,1,1,0,0.00,8.33
1789437814,193885244,30,0,0,0,0.00,6.12
1789437815,193881738,38,0,0,0,0.00,14.95
1789437816,193887232,40,0,0,0,0.00,8.25
1789437817,193890726,44,0,0,0,0.00,15.38
1789437818,193900218,35,0,0,0,0.00,8.16
1789437819,193875711,39,0,0,0,0.00,10.10
1789437820,193886202,41,1,1,0,0.00,11.88
1789437821,194680683,36,0,0,0,0.00,9.18
1789437822,194759172,40,0,0,0,0.00,9.18
1789437823,193874673,33,1,1,0,0.00,11.76
1789437824,193927162,58,0,0,0,0.00,15.00
1789437825,193892651,40,0,0,0,0.00,10.10
1789437826,193957138,32,0,0,0,0.00,8.00
1789437827,193887626,48,0,0,0,0.00,14.85
1789437828,193889113,37,0,0,0,0.00,9.18
1789437829,193893599,26,0,0,0,0.00,6.12
1789437830,193800085,43,0,0,0,0.00,13.59
1789437831,193935569,39,0,0,0,0.00,6.32
1789437832,193996052,47,0,0,0,2.00,10.31
1789437833,193789539,46,0,0,0,0.00,11.88
1789437834,193901020,41,0,0,0,0.00,13.86
1789437835,193893503,49,0,0,0,0.00,10.31
1789437836,195701962,41,1,1,0,0.00,11.11
1789437837,193855467,47,0,0,0,0.00,12.50
1789437838,193885947,42,0,0,0,0.00,13.59
1789437839,193874428,33,0,0,0,0.00,10.89
1789437840,193908907,24,0,0,0,0.00,5.10
1789437841,193881386,35,0,0,0,0.00,12.62
1789437842,193893865,37,0,0,0,0.00,7.29
1789437843,193885343,21,0,0,0,0.00,2.08
1789437844,193798821,40,2,1,0,0.00,10.20
1789437845,193877297,36,0,0,0,0.00,6.25
1789437846,194114770,56,0,0,0,0.00,9.47
1789437847,193792250,83,0,0,0,0.00,22.33
1789437848,193933723,49,0,0,0,0.00,11.34
1789437849,193882198,44,0,1,0,0.00,9.38
1789437850,193891672,36,0,0,0,0.00,9.09
1789437851,193898145,34,1,1,0,0.00,8.25
1789437852,193938617,37,0,0,0,0.00,9.90
1789437853,193933089,42,0,0,0,0.00,10.10
1789437854,193887562,42,1,1,0,0.00,12.00
1789437855,193885033,34,0,0,0,0.00,10.78
1789437856,195372485,41,0,0,0,2.00,12.75
1789437857,193885973,36,0,0,0,0.00,11.76
1789437858,193892442,37,0,0,0,0.00,12.62
1789437859,193890911,39,0,0,0,0.00,14.56
1789437860,193915379,33,1,1,0,0.00,9.90
1789437861,193874847,36,0,0,0,0.00,6.25
1789437862,193888314,44,0,0,0,0.00,10.20
1789437863,193883781,33,0,0,0,0.00,10.78
1789437864,194311241,46,0,0,0,0.00,11.34
1789437865,195317694,49,0,0,0,0.00,14.71
1789437866,195345159,41,1,1,0,0.00,9.18
1789437867,194243637,17,0,0,0,0.00,8.91
1789437868,193916105,56,0,0,0,0.00,14.00
1789437869,193804569,49,0,0,0,0.00,5.43
1789437870,194265026,40,0,0,0,0.00,10.10
1789437871,193678496,41,2,2,0,0.00,20.41
1789437872,193906954,48,1,1,0,0.00,10.20
1789437873,193858416,44,0,0,0,0.00,12.87
1789437874,193878876,56,0,0,0,0.00,14.29
1789437875,193894336,28,0,0,0,0.00,8.00
1789437876,193879796,32,0,0,0,0.00,6.12
1789437877,193884254,36,0,0,0,0.00,9.09
1789437878,193891713,37,0,0,0,0.00,5.32
1789437879,193933170,36,0,0,0,0.00,9.90
1789437880,193920627,41,1,1,0,0.00,7.37
1789437881,193888084,31,0,0,0,0.00,7.14
1789437882,193883540,34,1,1,0,0.00,7.14
1789437883,193890996,41,0,0,0,0.00,7.37
1789437884,193882451,33,0,0,0,0.00,9.18
1789437885,193880906,20,1,1,0,0.00,4.08
1789437886,193809361,55,0,0,0,0.00,14.14
1789437887,196990774,36,0,0,0,0.00,10.00
1789437888,193882266,26,0,0,0,0.00,3.16
1789437889,193948718,37,1,1,0,0.00,9.18
1789437890,193890170,51,0,0,0,0.00,12.12
1789437891,195249605,23,0,0,0,0.00,8.82
1789437892,193887073,8,0,0,0,0.00,1.02
1789437893,193802524,49,0,0,0,0.00,10.31
1789437894,193692975,63,0,0,0,0.00,20.95
1789437895,193882422,43,0,0,0,0.00,12.87
1789437896,193882871,43,1,1,0,0.00,8.25
1789437897,196120291,29,0,0,0,0.00,7.07
1789437898,193878767,42,0,0,0,0.00,10.31
1789437899,193926213,34,0,0,0,0.00,10.31
1789437900,193881660,45,0,0,0,0.00,14.56
1789437901,193897106,38,1,1,0,0.00,9.28
1789437902,193935551,33,0,0,0,0.00,7.07
1789437903,193878997,31,0,0,0,0.00,9.00
1789437904,193838442,58,0,0,0,0.00,16.83
1789437905,193896886,47,0,0,0,0.00,10.31
1789437906,196341299,55,0,0,0,0.00,16.67
1789437907,193843773,77,1,1,0,0.00,21.57
1789437908,196348184,51,0,0,0,2.00,10.31
1789437909,193683659,44,0,0,0,0.00,9.38
1789437910,193900098,38,0,0,0,0.00,11.88
1789437911,193931539,43,0,0,0,0.00,9.28
1789437912,193888980,41,1,1,0,0.00,12.87
1789437913,193885420,34,0,0,0,0.00,8.16
1789437914,193912859,43,0,0,0,0.00,10.20
1789437915,195281281,46,0,0,0,0.00,10.20
1789437916,193879737,43,0,0,0,0.00,11.11
1789437917,194644165,40,0,0,0,2.00,12.75
1789437918,193787614,57,1,1,0,0.00,12.37
1789437919,193895049,49,0,1,0,0.00,12.12
1789437920,193897486,51,0,2,0,0.00,13.27
1789437921,193924921,38,0,1,0,0.00,10.20
1789437922,193880357,32,0,0,0,0.00,8.91
1789437923,193877792,45,0,0,0,0.00,9.28
1789437924,193889227,35,0,0,0,0.00,13.59
1789437925,193881661,34,0,0,0,0.00,12.00
1789437926,193888094,37,1,1,0,0.00,6.19
1789437927,193897527,35,0,0,0,0.00,9.18
1789437928,193886960,44,0,0,0,0.00,10.31
1789437929,193957391,38,0,1,0,0.00,9.18
1789437930,193881823,44,0,0,0,0.00,12.37
1789437931,193685257,43,0,0,0,0.00,22.22
1789437932,193883685,43,0,0,0,0.00,8.16
1789437933,193910115,31,1,1,0,0.00,4.26
1789437934,196194516,41,0,1,0,2.00,8.16
1789437935,193885974,33,0,0,0,0.00,6.19
1789437936,193912402,43,0,0,0,0.00,11.00
1789437937,193880831,36,0,0,0,0.00,10.10
1789437938,193883258,39,0,0,0,0.00,12.00
1789437939,193876686,40,0,0,0,0.00,8.25
1789437940,193887112,38,0,0,0,0.00,10.00
1789437941,194133535,39,1,1,0,0.00,10.10
1789437942,193896964,46,0,0,0,0.00,8.42
1789437943,193888389,28,0,0,0,0.00,6.12
1789437944,194024812,27,0,0,0,0.00,7.00
1789437945,194350233,41,0,0,0,0.00,10.20
1789437946,193898662,45,1,1,0,0.00,11.22
1789437947,193880086,41,0,0,0,0.00,8.33
1789437948,193888509,24,0,0,0,0.00,7.07
1789437949,193887931,34,0,0,0,0.00,5.26
1789437950,193885353,43,1,1,0,0.00,13.73
1789437951,193895774,33,0,0,0,0.00,8.16
1789437952,195557174,32,0,0,0,0.00,4.26
1789437953,193894616,34,0,1,0,0.00,7.07
1789437954,193886036,36,0,0,0,0.00,8.16
1789437955,193911455,38,2,1,0,0.00,10.20
1789437956,193889875,51,0,0,0,0.00,11.34
1789437957,196023267,40,1,1,0,0.00,11.00
1789437958,193922711,42,0,0,0,0.00,12.87
1789437959,193887129,32,0,0,0,0.00,8.08
1789437960,193815548,38,0,0,0,0.00,12.37
1789437961,193883964,36,2,2,0,0.00,8.25
1789437962,193885380,28,1,1,0,0.00,6.12
1789437963,193884796,16,0,0,0,0.00,5.05
1789437964,193890211,36,0,0,0,0.00,8.16
1789437965,193882626,47,0,1,0,0.00,6.38
1789437966,193892041,60,0,0,0,0.00,9.68
1789437967,193885455,59,0,0,0,0.00,11.34
1789437968,193985867,42,0,0,0,0.00,10.20
1789437969,194025280,34,0,0,0,0.00,9.90
1789437970,193892694,40,0,0,0,0.00,9.18
1789437971,193881107,43,1,1,0,0.00,12.75
1789437972,193981517,30,1,1,0,0.00,7.14
1789437973,193874930,37,0,0,0,0.00,4.30
1789437974,193903341,29,1,1,0,0.00,10.89
1789437975,193929751,44,0,0,0,0.00,9.28
1789437976,193880162,35,0,0,0,0.00,6.25
1789437977,193803572,49,1,1,0,0.00,14.00
1789437978,193893980,36,1,1,0,0.00,9.09
1789437979,193887389,41,0,0,0,0.00,13.73
1789437980,193880797,42,0,0,0,0.00,7.29
1789437981,194187201,37,0,0,0,2.00,10.89
1789437982,193878612,38,0,0,0,0.00,11.00
1789437983,193822020,41,0,0,0,0.00,11.11
1789437984,193883426,35,0,0,0,0.00,8.16
1789437985,193890832,39,0,0,0,0.00,9.18
1789437986,193906237,32,0,0,0,0.00,9.00
1789437987,193895642,45,1,1,0,0.00,12.12
1789437988,193881047,40,0,0,0,0.00,7.22
1789437989,193885452,58,0,0,0,0.00,15.31
1789437990,193792857,44,0,0,0,0.00,7.45
1789437991,193672262,40,0,0,0,0.00,23.23
1789437992,193906662,43,0,0,0,0.00,14.29
1789437993,195929039,34,1,1,0,2.00,11.00
1789437994,193881467,36,0,0,0,0.00,12.62
1789437995,193878868,36,1,1,0,0.00,3.23
1789437996,193905269,43,0,1,0,0.00,9.28
1789437997,193923670,21,0,0,0,0.00,3.12
1789437998,193909070,23,0,0,0,0.00,5.10
1789437999,193885471,33,0,0,0,0.00,4.21
1789438000,193886870,43,2,1,0,0.00,12.00
1789438001,193888269,36,0,0,0,0.00,10.10
1789438002,193895668,38,0,0,0,0.00,10.89
1789438003,193695069,34,1,1,0,0.00,13.46
1789438004,193895464,27,0,0,0,0.00,5.15
1789438005,193883862,33,0,0,0,0.00,8.08
1789438006,193910258,45,0,0,0,0.00,11.11
1789438007,193887655,45,0,0,0,0.00,13.86
1789438008,195102036,36,0,0,0,0.00,7.22
1789438009,193903447,36,0,0,0,0.00,6.32
1789438010,193890843,41,0,0,0,0.00,12.00
1789438011,193881238,16,1,1,0,0.00,4.04
1789438012,193912632,61,0,0,0,0.00,12.50
1789438013,193939025,43,1,1,0,0.00,13.73
1789438014,193903420,29,1,1,0,0.00,7.14
1789438015,193884813,30,1,1,0,0.00,8.08
1789438016,193885206,39,0,0,0,0.00,5.32
1789438017,193891598,46,0,0,0,0.00,10.53
1789438018,193874990,52,0,0,0,0.00,12.50
1789438019,193888382,45,1,0,0,0.00,8.33
1789438020,193894773,30,0,0,0,0.00,9.90
1789438021,193882164,53,1,1,0,0.00,12.37
1789438022,193927554,29,0,0,0,0.00,11.88
1789438023,193882944,19,0,0,0,0.00,6.00
1789438024,193877334,41,0,0,0,0.00,11.00
1789438025,193894723,30,0,0,0,0.00,7.07
1789438026,193896112,63,0,0,0,0.00,15.31
1789438027,193896500,65,0,0,0,0.00,17.82
1789438028,193953887,41,0,0,0,0.00,10.10
1789438029,193889275,43,0,1,0,0.00,9.18
1789438030,193990661,33,0,0,0,0.00,12.75
1789438031,193891049,42,1,1,0,0.00,10.20
1789438032,193892436,35,0,0,0,0.00,9.90
1789438033,193885822,28,0,0,0,0.00,9.00
1789438034,193886207,43,0,0,0,0.00,11.88
1789438035,195402573,34,0,0,0,0.00,11.76
1789438036,193901977,32,0,0,0,0.00,7.07
1789438037,193896361,31,0,0,0,0.00,8.25
1789438038,193894745,34,1,1,0,0.00,10.89
1789438039,193907129,36,0,0,0,0.00,10.00
1789438040,194113509,30,0,0,0,0.00,4.26
1789438041,193885895,36,1,1,0,0.00,10.10
1789438042,193880277,38,0,0,0,0.00,8.16
1789438043,193882659,37,0,0,0,0.00,8.25
1789438044,193928040,29,0,0,0,0.00,8.91
1789438045,193888422,38,1,1,0,0.00,10.10
1789438046,193902802,48,0,1,0,0.00,10.42
1789438047,193916183,43,0,0,0,0.00,11.88
1789438048,193888563,34,0,0,0,0.00,7.22
1789438049,193884943,46,0,0,0,0.00,12.00
1789438050,193789323,38,0,0,0,0.00,9.09
1789438051,193713703,45,1,1,0,0.00,25.96
1789438052,195630057,38,0,0,0,2.00,8.08
1789438053,193913457,43,0,0,0,0.00,13.00
1789438054,193910835,46,0,0,0,0.00,12.12
1789438055,195565191,39,1,1,0,0.00,12.87
1789438056,193885589,56,0,0,0,0.00,18.45
1789438057,193887966,39,0,0,0,0.00,9.28
1789438058,193904342,42,1,1,0,0.00,11.00
1789438059,196085690,27,0,0,0,2.00,8.82
1789438060,193748095,33,0,0,0,0.00,10.00
1789438061,193900468,44,0,0,0,0.00,10.10
1789438062,194070841,53,1,1,0,0.00,14.29
1789438063,193886217,36,0,0,0,0.00,9.09
1789438064,194760580,31,1,2,0,0.00,9.90
1789438065,193884965,33,0,0,0,0.00,7.22
1789438066,195448318,45,0,0,0,0.00,10.20
1789438067,193927710,39,0,0,0,0.00,11.11
1789438068,193885083,36,1,1,0,0.00,5.26
1789438069,193877455,35,0,0,0,0.00,6.25
1789438070,193798828,39,1,1,0,0.00,10.20
1789438071,193903198,34,0,0,0,0.00,7.14
1789438072,193883569,43,0,0,0,0.00,9.18
1789438073,195395920,41,0,0,0,0.00,9.28
1789438074,195436290,24,0,0,0,0.00,3.12
1789438075,193910679,39,0,0,0,0.00,6.32
1789438076,193887049,51,0,0,0,0.00,13.27
1789438077,193893418,36,0,0,0,0.00,10.89
1789438078,193882787,34,0,0,0,0.00,10.78
1789438079,193890155,50,0,0,0,0.00,10.31
1789438080,195665500,31,0,0,0,0.00,11.65
1789438081,193884891,38,0,0,0,0.00,9.18
1789438082,193714260,18,0,0,0,0.00,3.09
1789438083,193893625,26,1,1,0,0.00,7.14
1789438084,193888991,46,0,0,0,0.00,14.00
1789438085,193928357,36,0,0,0,0.00,9.18
1789438086,193884723,51,0,0,0,0.00,13.00
1789438087,193796090,84,1,1,0,0.00,21.21
1789438088,195990427,47,0,0,0,0.00,10.20
1789438089,193886818,31,0,0,0,0.00,7.14
1789438090,193881183,39,1,1,0,0.00,7.29
1789438091,194169543,30,0,0,0,2.00,7.07
1789438092,193881911,38,1,1,0,0.00,9.09
1789438093,193789275,43,2,1,0,0.00,12.12
1789438094,193878637,45,0,0,0,0.00,7.37
1789438095,195702976,41,0,0,0,0.00,9.28
1789438096,193815362,33,0,0,0,0.00,10.00
1789438097,193915723,27,0,0,0,0.00,5.10
1789438098,194421078,38,0,0,0,0.00,7.29
1789438099,193805447,44,0,1,0,0.00,13.86
1789438100,193879807,24,0,0,0,0.00,9.71
1789438101,193878168,30,0,0,0,0.00,9.90
1789438102,193878528,32,1,1,0,0.00,7.22
1789438103,193882887,34,0,0,0,0.00,8.08
1789438104,193873247,37,0,0,0,0.00,11.76
1789438105,195804582,35,1,1,0,0.00,9.09
1789438106,193909964,51,0,0,0,0.00,6.59
1789438107,193893323,36,0,0,0,0.00,10.00
1789438108,195481661,32,0,0,0,0.00,9.00
1789438109,193799040,43,0,0,0,0.00,7.29
1789438110,193893396,38,1,1,0,0.00,10.00
1789438111,202145649,54,1,1,0,0.00,18.45
1789438112,193895110,38,0,0,0,0.00,15.62
1789438113,193875466,48,0,0,0,0.00,10.20
1789438114,193890822,35,0,0,0,0.00,9.28
1789438115,193916177,42,1,1,0,0.00,12.75
1789438116,193880533,34,0,0,0,0.00,10.10
1789438117,193798889,36,0,0,0,0.00,9.18
1789438118,193939242,41,0,0,0,0.00,12.75
1789438119,193887597,33,0,0,0,0.00,9.00
1789438120,193880951,36,1,1,0,0.00,9.18
1789438121,194468297,41,0,0,0,0.00,11.00
1789438122,193897658,35,0,0,0,0.00,7.22
1789438123,195987984,36,0,0,0,2.00,11.00
1789438124,193902363,43,0,0,0,0.00,10.20
1789438125,193900715,27,1,2,0,0.00,8.08
1789438126,194750057,37,0,0,0,0.00,6.32
1789438127,194807407,38,0,0,0,0.00,14.42
1789438128,193894770,47,0,0,0,0.00,6.38
1789438129,193889121,35,0,0,0,0.00,8.25
1789438130,193895472,31,0,0,0,0.00,7.14
1789438131,193788823,38,0,0,0,0.00,11.88
1789438132,193876172,33,0,0,0,0.00,4.21
1789438133,193881522,43,0,0,0,0.00,11.11
1789438134,194351865,40,0,0,0,0.00,11.11
1789438135,193885220,34,0,0,0,0.00,9.90
1789438136,193892569,51,0,0,0,0.00,10.42
1789438137,193889917,37,0,0,0,0.00,9.00
1789438138,193791266,40,0,0,0,0.00,10.10
1789438139,193915612,29,1,1,0,0.00,4.21
1789438140,193883960,36,0,0,0,0.00,7.14
1789438141,193888307,36,1,0,0,0.00,13.73
1789438142,193925653,25,0,0,0,0.00,4.12
1789438143,195246983,32,0,0,0,2.00,7.22
1789438144,193884346,43,0,0,0,0.00,9.28
1789438145,194076689,29,0,0,0,0.00,11.22
1789438146,193794038,52,0,1,0,0.00,11.34
1789438147,193879382,56,1,1,0,0.00,13.40
1789438148,193887727,53,0,0,0,0.00,13.00
1789438149,193887071,31,0,0,0,0.00,8.08
1789438150,193895415,47,0,0,0,0.00,12.12
1789438151,193902759,46,0,1,0,0.00,10.31
1789438152,193890103,29,0,0,0,0.00,9.00
1789438153,193912446,37,0,0,0,0.00,10.10
1789438154,193889789,31,0,0,0,0.00,8.91
1789438155,193800132,42,0,0,0,0.00,11.11
1789438156,194641464,47,1,1,0,2.00,11.22
1789438157,194086813,39,0,0,0,0.00,5.32
1789438158,193877157,37,0,0,0,0.00,9.18
1789438159,193881498,43,0,0,0,0.00,11.88
1789438160,194022838,40,0,0,0,0.00,8.33
1789438161,193881180,30,0,0,0,0.00,5.21
1789438162,193899520,33,0,0,0,0.00,6.25
1789438163,193885860,38,0,0,0,0.00,9.18
1789438164,193805201,47,0,0,0,0.00,14.71
1789438165,193889539,50,2,2,0,0.00,8.51
1789438166,193892879,33,0,0,0,0.00,6.19
1789438167,193927217,38,0,0,0,0.00,6.25
1789438168,193880556,38,0,0,0,0.00,9.09
1789438169,194807882,34,0,0,0,0.00,9.09
1789438170,193911232,34,0,0,0,0.00,7.22
1789438171,193886570,45,0,0,0,0.00,11.22
1789438172,193887907,44,0,0,0,0.00,21.78
1789438173,193891244,29,0,0,0,0.00,9.09
1789438174,193883581,36,0,0,0,0.00,9.09
1789438175,193804918,41,0,0,0,0.00,14.56
1789438176,193892253,39,0,0,0,0.00,11.00
1789438177,193895589,29,0,0,0,0.00,9.00
1789438178,193800925,41,1,1,0,0.00,10.10
1789438179,196292229,26,1,0,0,0.00,7.07
1789438180,193888594,36,0,0,0,0.00,13.46
1789438181,193880929,44,0,0,0,0.00,13.59
1789438182,193898263,25,0,0,0,0.00,5.15
1789438183,193695599,41,1,1,0,0.00,13.86
1789438184,193876931,42,0,0,0,0.00,12.00
1789438185,194988250,47,0,0,0,2.00,11.22
1789438186,193887597,45,0,0,0,0.00,11.11
1789438187,193907930,39,0,0,0,0.00,5.26
1789438188,193896262,41,0,0,0,0.00,7.37
1789438189,193799596,32,0,0,0,0.00,4.21
1789438190,194204922,44,0,0,0,0.00,10.20
1789438191,194510250,30,1,1,0,0.00,6.19
1789438192,193882589,38,0,1,0,0.00,8.16
1789438193,194210916,31,1,2,0,2.00,10.00
1789438194,196099223,38,0,1,0,0.00,7.22
1789438195,193884581,47,1,1,0,0.00,11.22
1789438196,193888912,46,0,0,0,0.00,12.12
1789438197,193906241,43,0,0,0,0.00,10.31
1789438198,195947545,44,0,0,0,0.00,6.32
1789438199,193888900,54,0,0,0,0.00,11.34
1789438200,193894229,34,1,1,0,0.00,9.09
1789438201,193899558,41,0,0,0,0.00,11.88
1789438202,193933886,30,1,1,0,0.00,5.21
1789438203,193939214,21,0,0,0,0.00,3.09
1789438204,193935542,44,0,0,0,0.00,5.38
1789438205,193907869,49,0,0,0,0.00,13.00
1789438206,193932196,51,0,0,0,0.00,9.38
1789438207,193967523,65,0,0,0,0.00,19.80
1789438208,193897850,49,0,0,0,0.00,11.22
1789438209,193885177,47,0,0,0,0.00,9.38
1789438210,193886503,29,0,0,0,0.00,7.07
1789438211,193902829,56,0,0,0,0.00,14.00
1789438212,194816143,42,0,0,0,2.00,12.87
1789438213,193908480,42,1,1,0,0.00,11.22
1789438214,194175801,52,2,2,0,0.00,13.27
1789438215,193890129,37,2,1,0,0.00,12.00
1789438216,193886454,43,0,1,0,0.00,10.20
1789438217,193889778,28,1,1,0,0.00,8.91
1789438218,193887102,36,0,0,0,0.00,6.32
1789438219,193898425,40,0,0,0,0.00,11.00
1789438220,193896749,53,0,0,0,0.00,11.34
1789438221,194185068,44,0,0,0,0.00,10.31
1789438222,193882395,47,1,0,0,0.00,12.12
1789438223,193891717,44,0,0,0,0.00,11.00
1789438224,194696029,43,0,0,0,0.00,8.33
1789438225,193801362,43,1,1,0,0.00,11.22
1789438226,193880683,33,0,1,0,0.00,10.89
1789438227,193886004,38,0,0,0,0.00,10.10
1789438228,194798314,45,0,0,0,0.00,11.11
1789438229,193912646,39,0,0,0,0.00,11.76
1789438230,193803968,43,0,0,0,0.00,6.38
1789438231,193884287,42,0,0,0,0.00,10.20
1789438232,193898607,31,1,1,0,0.00,12.77
1789438233,196153898,43,0,0,0,0.00,8.42
1789438234,194302241,33,0,0,0,0.00,11.65
1789438235,193895566,32,0,0,0,0.00,7.14
1789438236,193891885,32,1,1,0,0.00,8.08
1789438237,193898203,39,0,0,0,0.00,10.31
1789438238,193932521,41,0,0,0,0.00,13.86
1789438239,195308822,45,2,2,0,0.00,10.31
1789438240,193889158,43,0,0,0,0.00,7.37
1789438241,193887475,35,0,0,0,0.00,9.09
1789438242,193797794,34,0,0,0,0.00,8.16
1789438243,193880110,44,0,0,0,0.00,15.38
1789438244,193912426,42,1,1,0,0.00,13.73
1789438245,193931743,38,1,1,0,0.00,10.00
1789438246,193940059,28,1,1,0,0.00,10.78
1789438247,193890375,47,1,1,0,0.00,14.56
1789438248,193894691,45,1,1,0,0.00,6.32
1789438249,193933006,31,0,1,0,0.00,12.62
1789438250,193884322,55,0,0,0,0.00,11.34
1789438251,193890637,30,0,0,0,0.00,6.19
1789438252,194110949,31,0,0,0,0.00,6.19
1789438253,193944265,28,0,0,0,0.00,4.17
1789438254,193881580,28,0,0,0,0.00,2.13
1789438255,193793895,48,0,0,0,0.00,16.50
1789438256,193902208,32,0,0,0,0.00,8.16
1789438257,193689524,30,0,0,0,0.00,7.07
1789438258,193887834,34,0,0,0,0.00,8.16
1789438259,193891147,35,0,0,0,0.00,12.62
1789438260,194680450,33,0,0,0,2.00,8.08
1789438261,193880772,37,0,0,0,0.00,10.20
1789438262,193906084,20,0,1,0,0.00,6.00
1789438263,193879397,20,2,2,0,0.00,7.00
1789438264,193909708,43,1,1,0,0.00,9.28
1789438265,193885019,34,0,0,0,0.00,9.90
1789438266,193943330,60,1,1,0,0.00,11.58
1789438267,195582620,47,0,0,0,2.00,12.24
1789438268,193909952,40,0,1,0,0.00,9.28
1789438269,193870263,42,3,3,0,0.00,13.27
1789438270,193880573,45,0,0,0,0.00,9.28
1789438271,195868857,32,1,1,0,0.00,8.16
1789438272,193895192,40,3,3,0,0.00,8.25
1789438273,193872501,40,0,1,0,0.00,11.22
1789438274,193961809,37,0,0,0,0.00,9.09
1789438275,193862120,43,0,0,0,0.00,8.25
1789438276,193922427,46,0,0,0,0.00,12.87
1789438277,193878736,32,0,0,0,0.00,8.08
1789438278,193887044,34,0,0,0,0.00,8.08
1789438279,193882352,30,0,0,0,0.00,8.00
1789438280,193890660,23,0,0,0,0.00,5.15
1789438281,193791968,30,0,0,0,0.00,4.21
